SquashedGaussianMLPActor(
  (net): Sequential(
    (0): Linear(in_features=23, out_features=256, bias=True)
    (1): ReLU()
    (2): Linear(in_features=256, out_features=256, bias=True)
    (3): ReLU()
    (4): Linear(in_features=256, out_features=256, bias=True)
    (5): ReLU()
    (6): Linear(in_features=256, out_features=256, bias=True)
    (7): ReLU()
  )
  (mu_layer): Linear(in_features=256, out_features=6, bias=True)
  (log_std_layer): Linear(in_features=256, out_features=6, bias=True)
)Epoch: 1, Timestep: 1000, Reward: -0.13, Noise_std: 0.1004, Time: 00:00:00
Epoch: 106, Timestep: 106000, Reward: 3654.74, Noise_std: 0.1424, Time: 00:13:04
Epoch: 107, Timestep: 107000, Reward: 4289.05, Noise_std: 0.1428, Time: 00:13:11
Epoch: 108, Timestep: 108000, Reward: 3839.50, Noise_std: 0.1432, Time: 00:13:19
Epoch: 109, Timestep: 109000, Reward: 4446.36, Noise_std: 0.1436, Time: 00:13:26
Epoch: 110, Timestep: 110000, Reward: 4443.72, Noise_std: 0.1440, Time: 00:13:34
Epoch: 111, Timestep: 111000, Reward: 3658.51, Noise_std: 0.1444, Time: 00:13:41
Epoch: 112, Timestep: 112000, Reward: 3541.62, Noise_std: 0.1448, Time: 00:13:49
Epoch: 113, Timestep: 113000, Reward: 3570.51, Noise_std: 0.1452, Time: 00:13:56
Epoch: 114, Timestep: 114000, Reward: 3783.90, Noise_std: 0.1456, Time: 00:14:04
Epoch: 115, Timestep: 115000, Reward: 3628.67, Noise_std: 0.1460, Time: 00:14:11
Epoch: 116, Timestep: 116000, Reward: 4086.19, Noise_std: 0.1464, Time: 00:14:18
Epoch: 117, Timestep: 117000, Reward: 3834.96, Noise_std: 0.1468, Time: 00:14:26
Epoch: 118, Timestep: 118000, Reward: 3849.27, Noise_std: 0.1472, Time: 00:14:33
Epoch: 119, Timestep: 119000, Reward: 3153.48, Noise_std: 0.1476, Time: 00:14:41
Epoch: 120, Timestep: 120000, Reward: 3636.50, Noise_std: 0.1480, Time: 00:14:48
Epoch: 121, Timestep: 121000, Reward: 3578.92, Noise_std: 0.1484, Time: 00:14:56
Epoch: 122, Timestep: 122000, Reward: 3816.48, Noise_std: 0.1488, Time: 00:15:03
Epoch: 123, Timestep: 123000, Reward: 3801.57, Noise_std: 0.1492, Time: 00:15:11
Epoch: 124, Timestep: 124000, Reward: 4061.91, Noise_std: 0.1496, Time: 00:15:19
Epoch: 125, Timestep: 125000, Reward: 3644.73, Noise_std: 0.1500, Time: 00:15:26
Epoch: 126, Timestep: 126000, Reward: 4272.39, Noise_std: 0.1504, Time: 00:15:34
Epoch: 127, Timestep: 127000, Reward: 4045.54, Noise_std: 0.1508, Time: 00:15:41
Epoch: 128, Timestep: 128000, Reward: 3703.07, Noise_std: 0.1512, Time: 00:15:49
Epoch: 129, Timestep: 129000, Reward: 2993.82, Noise_std: 0.1516, Time: 00:15:56
Epoch: 130, Timestep: 130000, Reward: 3559.76, Noise_std: 0.1520, Time: 00:16:04
Epoch: 131, Timestep: 131000, Reward: 3774.30, Noise_std: 0.1524, Time: 00:16:11
Epoch: 132, Timestep: 132000, Reward: 4084.52, Noise_std: 0.1528, Time: 00:16:19
Epoch: 133, Timestep: 133000, Reward: 4281.13, Noise_std: 0.1532, Time: 00:16:26
Epoch: 134, Timestep: 134000, Reward: 4092.27, Noise_std: 0.1536, Time: 00:16:34
Epoch: 135, Timestep: 135000, Reward: 3493.25, Noise_std: 0.1540, Time: 00:16:41
Epoch: 136, Timestep: 136000, Reward: 3552.26, Noise_std: 0.1544, Time: 00:16:49
Epoch: 137, Timestep: 137000, Reward: 3893.72, Noise_std: 0.1548, Time: 00:16:56
Epoch: 138, Timestep: 138000, Reward: 4377.43, Noise_std: 0.1552, Time: 00:17:04
Epoch: 139, Timestep: 139000, Reward: 4259.32, Noise_std: 0.1556, Time: 00:17:11
Epoch: 140, Timestep: 140000, Reward: 4100.85, Noise_std: 0.1560, Time: 00:17:19
Epoch: 141, Timestep: 141000, Reward: 3343.28, Noise_std: 0.1564, Time: 00:17:26
Epoch: 142, Timestep: 142000, Reward: 3623.44, Noise_std: 0.1568, Time: 00:17:34
Epoch: 143, Timestep: 143000, Reward: 3731.23, Noise_std: 0.1572, Time: 00:17:41
Epoch: 144, Timestep: 144000, Reward: 2550.13, Noise_std: 0.1576, Time: 00:17:49
Epoch: 145, Timestep: 145000, Reward: 1600.42, Noise_std: 0.1580, Time: 00:17:57
Epoch: 146, Timestep: 146000, Reward: 3912.99, Noise_std: 0.1584, Time: 00:18:04
Epoch: 147, Timestep: 147000, Reward: 3299.42, Noise_std: 0.1588, Time: 00:18:11
Epoch: 148, Timestep: 148000, Reward: 3637.16, Noise_std: 0.1592, Time: 00:18:19
Epoch: 149, Timestep: 149000, Reward: 2906.91, Noise_std: 0.1596, Time: 00:18:26
Epoch: 150, Timestep: 150000, Reward: 2891.31, Noise_std: 0.1600, Time: 00:18:34
Epoch: 151, Timestep: 151000, Reward: 3273.80, Noise_std: 0.1604, Time: 00:18:41
Epoch: 152, Timestep: 152000, Reward: 4027.20, Noise_std: 0.1608, Time: 00:18:49
Epoch: 153, Timestep: 153000, Reward: 2624.88, Noise_std: 0.1612, Time: 00:18:56
Epoch: 154, Timestep: 154000, Reward: 4113.60, Noise_std: 0.1616, Time: 00:19:04
Epoch: 155, Timestep: 155000, Reward: 3893.78, Noise_std: 0.1620, Time: 00:19:11
Epoch: 156, Timestep: 156000, Reward: 3392.99, Noise_std: 0.1624, Time: 00:19:19
Epoch: 157, Timestep: 157000, Reward: 4057.91, Noise_std: 0.1628, Time: 00:19:26
Epoch: 158, Timestep: 158000, Reward: 4107.22, Noise_std: 0.1632, Time: 00:19:34
Epoch: 159, Timestep: 159000, Reward: 3970.61, Noise_std: 0.1636, Time: 00:19:41
Epoch: 160, Timestep: 160000, Reward: 4246.19, Noise_std: 0.1640, Time: 00:19:49
Epoch: 161, Timestep: 161000, Reward: 4038.79, Noise_std: 0.1644, Time: 00:19:56
Epoch: 162, Timestep: 162000, Reward: 4205.99, Noise_std: 0.1648, Time: 00:20:04
Epoch: 163, Timestep: 163000, Reward: 3676.96, Noise_std: 0.1652, Time: 00:20:11
Epoch: 164, Timestep: 164000, Reward: 3871.58, Noise_std: 0.1656, Time: 00:20:19
Epoch: 165, Timestep: 165000, Reward: 3839.40, Noise_std: 0.1660, Time: 00:20:27
Epoch: 166, Timestep: 166000, Reward: 4125.18, Noise_std: 0.1664, Time: 00:20:34
Epoch: 167, Timestep: 167000, Reward: 3706.88, Noise_std: 0.1668, Time: 00:20:42
Epoch: 168, Timestep: 168000, Reward: 3866.61, Noise_std: 0.1672, Time: 00:20:49
Epoch: 169, Timestep: 169000, Reward: 3508.04, Noise_std: 0.1676, Time: 00:20:57
Epoch: 170, Timestep: 170000, Reward: 3508.79, Noise_std: 0.1680, Time: 00:21:04
Epoch: 171, Timestep: 171000, Reward: 3669.74, Noise_std: 0.1684, Time: 00:21:12
Epoch: 172, Timestep: 172000, Reward: 3735.18, Noise_std: 0.1688, Time: 00:21:19
Epoch: 173, Timestep: 173000, Reward: 2651.64, Noise_std: 0.1692, Time: 00:21:27
Epoch: 174, Timestep: 174000, Reward: 3531.59, Noise_std: 0.1696, Time: 00:21:34
Epoch: 175, Timestep: 175000, Reward: 4073.64, Noise_std: 0.1700, Time: 00:21:42
Epoch: 176, Timestep: 176000, Reward: 3503.29, Noise_std: 0.1704, Time: 00:21:49
Epoch: 177, Timestep: 177000, Reward: 3502.12, Noise_std: 0.1708, Time: 00:21:57
Epoch: 178, Timestep: 178000, Reward: 4161.14, Noise_std: 0.1712, Time: 00:22:04
Epoch: 179, Timestep: 179000, Reward: 4059.17, Noise_std: 0.1716, Time: 00:22:12
Epoch: 180, Timestep: 180000, Reward: 4047.40, Noise_std: 0.1720, Time: 00:22:19
Epoch: 181, Timestep: 181000, Reward: 2762.15, Noise_std: 0.1724, Time: 00:22:27
Epoch: 182, Timestep: 182000, Reward: 3859.55, Noise_std: 0.1728, Time: 00:22:35
Epoch: 183, Timestep: 183000, Reward: 3643.15, Noise_std: 0.1732, Time: 00:22:42
Epoch: 184, Timestep: 184000, Reward: 3194.61, Noise_std: 0.1736, Time: 00:22:50
Epoch: 185, Timestep: 185000, Reward: 3802.13, Noise_std: 0.1740, Time: 00:22:57
Epoch: 186, Timestep: 186000, Reward: 3861.10, Noise_std: 0.1744, Time: 00:23:05
Epoch: 187, Timestep: 187000, Reward: 3608.65, Noise_std: 0.1748, Time: 00:23:13
Epoch: 188, Timestep: 188000, Reward: 4225.05, Noise_std: 0.1752, Time: 00:23:20
Epoch: 189, Timestep: 189000, Reward: 4100.87, Noise_std: 0.1756, Time: 00:23:28
Epoch: 190, Timestep: 190000, Reward: 4062.88, Noise_std: 0.1760, Time: 00:23:35
Epoch: 191, Timestep: 191000, Reward: 4026.63, Noise_std: 0.1764, Time: 00:23:43
Epoch: 192, Timestep: 192000, Reward: 3762.40, Noise_std: 0.1768, Time: 00:23:50
Epoch: 193, Timestep: 193000, Reward: 4224.41, Noise_std: 0.1772, Time: 00:23:57
Epoch: 194, Timestep: 194000, Reward: 3993.44, Noise_std: 0.1776, Time: 00:24:05
Epoch: 195, Timestep: 195000, Reward: 3681.60, Noise_std: 0.1780, Time: 00:24:13
Epoch: 196, Timestep: 196000, Reward: 3840.66, Noise_std: 0.1784, Time: 00:24:20
Epoch: 197, Timestep: 197000, Reward: 4234.40, Noise_std: 0.1788, Time: 00:24:28
Epoch: 198, Timestep: 198000, Reward: 4121.57, Noise_std: 0.1792, Time: 00:24:35
Epoch: 199, Timestep: 199000, Reward: 3484.22, Noise_std: 0.1796, Time: 00:24:43
Epoch: 200, Timestep: 200000, Reward: 4391.30, Noise_std: 0.1800, Time: 00:24:50
Epoch: 201, Timestep: 201000, Reward: 4049.49, Noise_std: 0.1804, Time: 00:24:58
Epoch: 202, Timestep: 202000, Reward: 4162.84, Noise_std: 0.1808, Time: 00:25:05
Epoch: 203, Timestep: 203000, Reward: 3928.53, Noise_std: 0.1812, Time: 00:25:13
Epoch: 204, Timestep: 204000, Reward: 4168.16, Noise_std: 0.1816, Time: 00:25:20
Epoch: 205, Timestep: 205000, Reward: 3433.47, Noise_std: 0.1820, Time: 00:25:28
Epoch: 206, Timestep: 206000, Reward: 3510.88, Noise_std: 0.1824, Time: 00:25:35
Epoch: 207, Timestep: 207000, Reward: 3333.99, Noise_std: 0.1828, Time: 00:25:43
Epoch: 208, Timestep: 208000, Reward: 4060.02, Noise_std: 0.1832, Time: 00:25:50
Epoch: 209, Timestep: 209000, Reward: 4157.49, Noise_std: 0.1836, Time: 00:25:58
Epoch: 210, Timestep: 210000, Reward: 4082.78, Noise_std: 0.1840, Time: 00:26:05
Epoch: 211, Timestep: 211000, Reward: 4026.84, Noise_std: 0.1844, Time: 00:26:13
Epoch: 212, Timestep: 212000, Reward: 4164.32, Noise_std: 0.1848, Time: 00:26:20
Epoch: 213, Timestep: 213000, Reward: 4107.89, Noise_std: 0.1852, Time: 00:26:28
Epoch: 214, Timestep: 214000, Reward: 3967.50, Noise_std: 0.1856, Time: 00:26:36
Epoch: 215, Timestep: 215000, Reward: 3720.35, Noise_std: 0.1860, Time: 00:26:43
Epoch: 216, Timestep: 216000, Reward: 3466.17, Noise_std: 0.1864, Time: 00:26:51
Epoch: 217, Timestep: 217000, Reward: 4193.86, Noise_std: 0.1868, Time: 00:26:58
Epoch: 218, Timestep: 218000, Reward: 3310.78, Noise_std: 0.1872, Time: 00:27:06
Epoch: 219, Timestep: 219000, Reward: 4359.94, Noise_std: 0.1876, Time: 00:27:13
Epoch: 220, Timestep: 220000, Reward: 4331.46, Noise_std: 0.1880, Time: 00:27:21
Epoch: 221, Timestep: 221000, Reward: 4180.44, Noise_std: 0.1884, Time: 00:27:28
Epoch: 222, Timestep: 222000, Reward: 4477.26, Noise_std: 0.1888, Time: 00:27:36
Epoch: 223, Timestep: 223000, Reward: 4357.23, Noise_std: 0.1892, Time: 00:27:43
Epoch: 224, Timestep: 224000, Reward: 4412.04, Noise_std: 0.1896, Time: 00:27:51
Epoch: 225, Timestep: 225000, Reward: 4441.05, Noise_std: 0.1900, Time: 00:27:58
Epoch: 226, Timestep: 226000, Reward: 4045.04, Noise_std: 0.1904, Time: 00:28:06
Epoch: 227, Timestep: 227000, Reward: 4194.45, Noise_std: 0.1908, Time: 00:28:13
Epoch: 228, Timestep: 228000, Reward: 4488.94, Noise_std: 0.1912, Time: 00:28:21
Epoch: 229, Timestep: 229000, Reward: 4180.72, Noise_std: 0.1916, Time: 00:28:28
Epoch: 230, Timestep: 230000, Reward: 4054.04, Noise_std: 0.1920, Time: 00:28:36
Epoch: 231, Timestep: 231000, Reward: 4273.12, Noise_std: 0.1924, Time: 00:28:43
Epoch: 232, Timestep: 232000, Reward: 4338.70, Noise_std: 0.1928, Time: 00:28:51
Epoch: 233, Timestep: 233000, Reward: 4423.15, Noise_std: 0.1932, Time: 00:28:58
Epoch: 234, Timestep: 234000, Reward: 4233.76, Noise_std: 0.1936, Time: 00:29:06
Epoch: 235, Timestep: 235000, Reward: 4350.40, Noise_std: 0.1940, Time: 00:29:13
Epoch: 236, Timestep: 236000, Reward: 4821.12, Noise_std: 0.1944, Time: 00:29:21
Epoch: 237, Timestep: 237000, Reward: 4962.08, Noise_std: 0.1948, Time: 00:29:28
Epoch: 238, Timestep: 238000, Reward: 4855.09, Noise_std: 0.1952, Time: 00:29:36
Epoch: 239, Timestep: 239000, Reward: 4557.01, Noise_std: 0.1956, Time: 00:29:43
Epoch: 240, Timestep: 240000, Reward: 4575.89, Noise_std: 0.1960, Time: 00:29:51
Epoch: 241, Timestep: 241000, Reward: 4558.11, Noise_std: 0.1964, Time: 00:29:58
Epoch: 242, Timestep: 242000, Reward: 4364.65, Noise_std: 0.1968, Time: 00:30:06
Epoch: 243, Timestep: 243000, Reward: 4690.57, Noise_std: 0.1972, Time: 00:30:13
Epoch: 244, Timestep: 244000, Reward: 4591.52, Noise_std: 0.1976, Time: 00:30:21
Epoch: 245, Timestep: 245000, Reward: 4735.43, Noise_std: 0.1980, Time: 00:30:28
Epoch: 246, Timestep: 246000, Reward: 4408.73, Noise_std: 0.1984, Time: 00:30:36
Epoch: 247, Timestep: 247000, Reward: 4328.81, Noise_std: 0.1988, Time: 00:30:43
Epoch: 248, Timestep: 248000, Reward: 3917.23, Noise_std: 0.1992, Time: 00:30:51
Epoch: 249, Timestep: 249000, Reward: 4386.98, Noise_std: 0.1996, Time: 00:30:58
Epoch: 250, Timestep: 250000, Reward: 4219.41, Noise_std: 0.2000, Time: 00:31:06
Epoch: 251, Timestep: 251000, Reward: 4447.20, Noise_std: 0.2004, Time: 00:31:13
Epoch: 252, Timestep: 252000, Reward: 4275.57, Noise_std: 0.2008, Time: 00:31:21
Epoch: 253, Timestep: 253000, Reward: 4152.49, Noise_std: 0.2012, Time: 00:31:28
Epoch: 254, Timestep: 254000, Reward: 4071.34, Noise_std: 0.2016, Time: 00:31:36
Epoch: 255, Timestep: 255000, Reward: 4336.39, Noise_std: 0.2020, Time: 00:31:43
Epoch: 256, Timestep: 256000, Reward: 3013.03, Noise_std: 0.2024, Time: 00:31:50
Epoch: 257, Timestep: 257000, Reward: 3065.02, Noise_std: 0.2028, Time: 00:31:58
Epoch: 258, Timestep: 258000, Reward: 4266.03, Noise_std: 0.2032, Time: 00:32:05
Epoch: 259, Timestep: 259000, Reward: 3802.53, Noise_std: 0.2036, Time: 00:32:13
Epoch: 260, Timestep: 260000, Reward: 4056.28, Noise_std: 0.2040, Time: 00:32:20
Epoch: 261, Timestep: 261000, Reward: 4415.62, Noise_std: 0.2044, Time: 00:32:28
Epoch: 262, Timestep: 262000, Reward: 4632.94, Noise_std: 0.2048, Time: 00:32:36
Epoch: 263, Timestep: 263000, Reward: 4647.95, Noise_std: 0.2052, Time: 00:32:43
Epoch: 264, Timestep: 264000, Reward: 4561.04, Noise_std: 0.2056, Time: 00:32:51
Epoch: 265, Timestep: 265000, Reward: 4513.69, Noise_std: 0.2060, Time: 00:32:58
Epoch: 266, Timestep: 266000, Reward: 4301.49, Noise_std: 0.2064, Time: 00:33:06
Epoch: 267, Timestep: 267000, Reward: 4078.70, Noise_std: 0.2068, Time: 00:33:13
Epoch: 268, Timestep: 268000, Reward: 4359.86, Noise_std: 0.2072, Time: 00:33:21
Epoch: 269, Timestep: 269000, Reward: 4693.74, Noise_std: 0.2076, Time: 00:33:28
Epoch: 270, Timestep: 270000, Reward: 3991.24, Noise_std: 0.2080, Time: 00:33:36
Epoch: 271, Timestep: 271000, Reward: 4136.88, Noise_std: 0.2084, Time: 00:33:43
Epoch: 272, Timestep: 272000, Reward: 2841.84, Noise_std: 0.2088, Time: 00:33:51
Epoch: 273, Timestep: 273000, Reward: 4365.13, Noise_std: 0.2092, Time: 00:33:58
Epoch: 274, Timestep: 274000, Reward: 3887.76, Noise_std: 0.2096, Time: 00:34:06
Epoch: 275, Timestep: 275000, Reward: 3422.77, Noise_std: 0.2100, Time: 00:34:13
